,0
382,27.838000941342276
383,23.067459197701343
384,32.3232708689154
385,21.927689222923636
386,17.306227477465505
387,26.07235088194121
388,22.96338173516112
389,14.560537532633335
390,33.502573440501195
391,17.923392636760497
392,33.059952393859575
393,31.485613458844426
394,30.907461833992254
395,16.647183016242405
396,28.308767988955907
397,21.097185969191898
398,38.03431795207954
399,30.375053654664296
400,16.362516433585146
401,15.520408039785313
402,11.10233617828652
403,13.329993492491369
404,38.48958847857236
405,23.21758653304238
406,12.775387692852526
407,11.208747538741804
408,13.818778437835423
409,39.62269468653521
410,26.463521333927382
411,27.094587404838187
412,31.461987715743405
413,17.647501818848735
414,33.36784765150928
415,24.798718691498344
416,33.30053419297162
417,30.797854364514258
418,18.113482487642443
419,22.130954358095387
420,27.147769423944734
421,26.277378057219142
422,25.27647416900963
423,10.70877784468961
424,29.41280951872826
425,24.40000961556192
426,38.52482332955691
427,26.622298534187742
428,14.148708389171645
429,16.024769168020896
430,13.346071961513223
431,29.554171463721406
432,36.205590004208744
433,32.246745216942045
434,25.46130273483142
435,10.639408503580935
436,29.35147064926783
437,24.217311848293527
438,28.370319778433107
439,19.483534590996804
440,30.583939852073634
441,39.554437688257906
442,12.076167017472912
443,22.71744575592543
444,16.255002134699552
445,28.008285091502593
446,18.145702890342715
447,10.805244599035348
448,35.30582666348052
449,16.035245393456403
450,13.194011732971578
451,24.219473916786576
452,21.486880763367353
453,39.99880901004482
454,16.154876559639092
455,26.58398381957528
456,30.19668171809404
457,21.86717192350738
458,21.58107312901631
459,18.203483260037302
460,26.567867425692175
461,38.78515968027423
462,20.769556765936482
463,20.257761053290114
464,38.99320797233772
465,30.76033797733493
466,34.05943737548765
467,19.794970824152287
468,15.22453410477977
469,32.30221067267766
470,37.451261273789044
471,16.767931302159248
472,16.294878694636072
473,33.52603870007949
474,19.956424528608487
475,30.059154043953747
476,16.79359705590978
477,18.62758783398626
478,26.620596137179604
479,28.061112489706623
480,13.687746173998313
481,26.679575384894388
482,19.84225706853808
483,19.196891823507922
484,29.152135842342982
485,24.840572544284946
486,20.030673241311966
487,10.266514174975587
488,19.648128861950788
489,35.11370296021257
490,18.684677923764774
491,25.19451850761024
492,10.775671803448002
493,14.474161840687792
494,31.294445579875156
495,26.276380774221114
496,17.188714400745813
497,14.503264400515079
498,16.929699292510588
499,36.00253978534427
500,37.89822534382104
501,14.960548511174053
502,17.362431088445362
503,26.503575461922456
504,11.948820192698623
505,19.170249152336314
506,16.25279006539095
507,21.171452869872994
508,10.467991567959219
509,35.395050065175965
510,33.823882231280756
511,15.280030581315858
512,22.586728618318343
513,18.076468348795764
514,34.41205974641142
515,19.91159267017811
516,22.276498425614356
517,21.677660465413517
518,35.658198921536915
519,19.89565269561892
520,24.185389948718374
521,18.591160190024066
522,24.476726208014256
523,14.608743927383731
524,35.66818683470275
525,18.005985986460942
526,15.179676168247756
527,30.17352636444461
528,34.00484982251434
529,24.509926983332804
530,18.72669178325838
531,19.212902088172772
532,20.821069455541483
533,19.217234271000272
534,35.95767833991361
535,11.501818398296733
536,21.505651873795088
537,32.77254861188601
538,38.315150910569265
539,39.32809626689875
540,19.555424779503227
541,29.64731455986035
542,15.916280224381165
543,17.610646906848253
544,14.281597048865162
545,12.06126531521571
546,38.9027200810292
547,15.984413094116377
548,28.117672935173317
549,33.76985757991588
550,31.617763368203875
551,15.120397594535067
552,35.22958051028091
553,18.67701692972493
554,23.750163042475712
555,19.542065124183075
556,27.967106189824616
557,27.918776720189776
558,28.96496248759371
559,23.58231643258511
560,31.006867463257354
561,12.496446230001311
562,20.353804374451805
563,23.784644423611105
564,39.219294411426446
565,15.1107624319559
566,32.84665814850934
567,12.813500331778405
568,37.42719471931457
569,14.76333165393094
570,30.84267909512287
571,28.04581923690892
572,21.79970692431437
573,30.49589313742334
574,29.847779587804574
575,38.026649809177925
576,21.099610979431244
577,17.177875682247542
578,28.74142578726915
579,29.139636826601212
580,18.39690938381362
581,23.86537196813769
582,21.63182709667918
583,14.744440967473157
584,38.11931821221883
585,16.54610491238707
586,26.719059523705177
587,28.846039694872868
588,11.239874471850621
589,16.33923027797418
590,25.80463589228581
591,22.54503678889632
592,36.457778118512124
593,36.924937025093726
594,16.5823705712232
595,35.73814012171752
596,29.99141723761459
597,29.00626033644367
598,21.001034503564817
599,20.53376769982836
600,31.245312539209323
601,12.732598741919217
602,17.25186512511867
603,21.01578312888531
604,12.44257115576126
605,31.200698120280947
606,22.342163125040745
607,26.475856190276104
608,20.702573691171047
609,10.67545257508516
610,33.76641803102376
611,17.053636189693385
612,36.81727048840783
613,35.64282699601405
614,28.340779217899225
615,14.700641303235091
616,10.447223837121266
617,18.33112177682796
618,32.58100015663881
619,26.518798498830183
620,34.2292484292515
621,14.601873997685518
622,22.38630876840167
623,14.579350057573876
624,18.668472719171284
625,39.654048167411716
626,15.027881406999136
627,34.80540128693315
628,22.976156173348027
629,30.793463572697483
630,11.091886925938631
631,25.54045848889588
632,31.34735032304616
633,23.260600930738462
634,18.51097885539425
635,16.0641683271905
636,28.842338279841965
637,14.815038491187789
638,27.60953311610147
639,12.129787724580849
640,38.94438270050543
641,34.91866690120543
642,37.47230670407876
643,18.676503854463665
644,32.629105869175675
645,37.94962799522105
646,14.949048291904203
647,15.69068279054947
648,36.20359698370984
649,13.973027862542502
650,32.255669460389385
651,33.280184579818226
652,29.733144250957437
653,28.822437710246756
654,24.33967293356863
655,25.737480896029137
656,35.69771289874072
657,33.233090858925905
658,34.91406960257676
659,27.45688478678297
660,10.243744529997795
661,18.99477223870305
662,13.560638840875708
663,13.61014835867612
664,24.080255255609643
665,31.596745939933403
666,17.436623128621836
667,38.78031060734061
668,31.902009024600833
669,32.03200242771672
670,28.0149126110814
671,27.268973865908762
672,20.273646745241447
673,16.582514210869043
674,13.534680306366266
675,27.079249700382338
676,23.4172898632757
677,25.564177303040445
678,29.405388858564738
679,14.517411738298978
680,29.551688793394884
681,28.188137207544738
682,39.18999997502594
683,32.171009003177765
684,35.952662726266084
685,31.56499245416132
686,36.06472320060078
687,33.178663382605606
688,29.772041982575235
689,22.648148838452258
690,12.313216113339148
691,24.890045215817175
692,30.979712379448333
693,30.93336651360251
694,36.448799183587894
695,23.16219907448132
696,29.52110921298094
697,24.258564258619497
698,19.003417043174856
699,26.073422470099054
700,35.5263811385868
701,33.25832885555886
702,15.093578435764108
703,34.96554618628328
704,33.792796031626
705,32.605393722110286
706,24.8287456907835
707,30.095948300642938
708,25.275200648642212
709,16.52020258569549
710,23.228722238156152
711,20.60214230553963
712,19.44731664881485
713,28.267105335561656
714,19.429301254290554
715,24.44188377982546
716,33.69505158440707
717,17.80381893958716
718,27.33327235963238
719,38.528261902431154
720,24.63105991515177
721,37.02991510949604
722,12.38495612262922
723,14.420228151466752
724,20.783433579388593
725,16.150943944764176
726,19.627759752856655
727,36.89324549966793
728,27.58446535796173
729,25.78037302709674
730,39.29923584229246
731,28.748447372964755
732,34.14438264580405
733,33.36912958712389
734,14.01376124906307
735,16.116468786634016
736,17.014975856398156
737,16.743453301135904
738,27.531057509857256
739,14.895797298966999
740,29.886073834757518
741,12.518133497099374
742,15.016328723927183
743,34.76163646025239
744,36.80842203210365
745,28.222787118840948
746,14.450591379894517
747,24.235696032056254
748,18.421501173426122
749,22.665163823849
750,22.20866766301811
751,31.879582426069504
752,39.4226681729194
753,33.31502901209924
754,32.50735111401998
755,16.485303339472743
756,12.333335598081561
757,39.16943198322365
758,20.437901065751937
759,37.777322918762756
760,25.142689241919065
761,16.496324974587182
762,37.0657663955289
763,37.87456893813021
764,20.39262150302597
765,12.430704419786803
766,24.944809477766462
767,30.017662915394745
768,23.059592119941286
769,14.004087727404123
770,31.689055978491382
771,19.408930557809295
772,13.771737463910366
773,34.95800594297005
774,38.94616557021308
775,18.565633958065334
776,39.1276299259014
777,22.21939159721093
778,31.804595974137495
779,26.738021380938953
780,13.335485440617973
781,22.398320389398933
782,39.58917982691652
783,24.74249071432406
784,15.484288474791237
785,36.711274673108676
786,13.471827829397713
787,22.29298760787279
788,25.255619224696844
789,20.421865256137497
790,29.546081007075976
791,14.929922497272118
792,23.894506119158574
793,14.514390343232606
794,17.69663084497127
795,31.24861857896725
796,31.579301569815826
797,23.232624760260627
798,14.660619686897242
799,19.991079324629794
800,30.16447984617272
801,36.46403345515165
802,14.319312404188922
803,15.741006166708914
804,13.12256052993955
805,39.000759388921715
806,22.39466309320322
807,23.673872815211713
808,29.404650977860094
809,17.654142007472437
810,34.542688615534956
811,34.416970443399336
812,28.789183471026156
813,36.69650035165183
814,14.361413339506681
815,11.403337359848292
816,37.75122832290421
817,13.85923483237632
818,34.10264570334447
819,33.273982204981365
820,18.303403985737848
821,23.904292433707212
822,18.63577623288508
823,11.047052828329901
824,17.451871957058678
825,14.054594787529709
826,37.24309537409292
827,33.133103356527755
828,18.920598492499636
829,31.335679387006316
830,15.11379900344131
831,17.17415762173479
832,12.870979335769608
833,19.09162432282949
834,34.86949674969369
835,28.786648361102674
836,10.385649018960235
837,18.913085782606085
838,23.904318383406967
839,26.878594640842415
840,33.614443913288824
841,15.142233098512719
842,28.112689859209016
843,11.551026040203347
844,19.53523054764232
845,28.060291969277312
846,17.423678969525877
847,30.32147707302417
848,37.31510671943983
849,17.146407591691894
850,19.478958547825126
851,18.390781967987078
852,24.583279642973633
853,31.7374126180075
854,36.29487123830056
855,29.431353389414248
856,14.083932000425738
857,27.748287905641398
858,39.8931692519827
859,21.3823184794595
860,37.42872340970979
861,36.95140807270512
862,34.01044844294124
863,31.981346570216004
864,28.803728906131095
865,39.89285259200994
866,31.72132788491807
867,37.15123631540105
868,15.689124301899717
869,10.707710119920048
870,13.56835662685167
871,36.619372050233096
872,23.06502632271191
873,24.54318376841319
874,20.908156158690396
875,28.425168300427327
876,13.348699914611812
877,38.20669942962161
878,22.018084424941605
879,18.838657188866357
880,19.106448426673275
881,39.08396257420434
882,28.782172942412156
883,25.813667447958533
884,10.36612440870661
885,19.61916192129739
886,14.033274024121539
887,20.014076492179974
888,20.46233466235273
889,13.728548732797975
890,36.823410508000904
891,16.34294615585566
892,20.69879908991772
893,28.534261273881945
894,25.887278297893022
895,39.19967339564323
896,24.904150284066304
897,14.954491036821944
898,28.57550255679857
899,39.66955839109039
900,20.696905244528736
901,19.274436854245636
902,10.039981060540741
903,30.505863761539477
904,16.902958621405666
905,29.930605436718835
906,20.429932417512497
907,37.60688325927164
908,35.065466382555044
909,20.482342415873596
910,37.80521808069473
911,20.6660253018321
912,34.12319048824236
913,22.78634112720107
914,16.39448665164189
915,31.659265616072044
916,23.173900114588754
917,39.019478593406134
918,13.70737055311832
919,15.136439598586175
920,15.61458678973832
921,27.804309130943626
922,27.348673424438786
923,23.038264258631052
924,31.753900506770297
925,20.024652162791508
926,18.57202762861956
927,28.999165542107683
928,19.19575509063701
929,20.43204173408388
930,11.442196053947129
931,26.48122891425551
932,16.90674931642917
933,28.503128069786985
934,13.561447079933767
935,27.618838823567962
936,28.81327614005038
937,27.13680085553241
938,28.600807952735188
939,19.95994792926413
940,25.954527961319837
941,19.487095672934657
942,11.592421525037746
943,15.405085620286295
944,24.55739897393451
945,14.735365654948664
946,21.395919203175453
947,38.601170643157914
948,36.04548050707771
949,39.79879963128923
950,25.397733386830872
951,12.386665825839444
952,37.21173453340813
953,18.669267934280512
954,21.26627430556908
955,18.24117757118061
956,37.494115515347076
957,14.820252418185502
958,14.449884853451774
959,28.342611601143652
960,35.875962580513495
961,22.373505407311463
962,23.83327690698918
963,21.33366590704845
964,11.11422383417797
965,27.93088121255476
966,18.812539018719455
967,17.941803385391264
968,32.559135203542624
969,14.364419462844838
970,30.59297626695816
971,16.6612444297956
972,16.286806713138233
973,27.094521453296657
974,23.10034520113432
975,23.647181320088347
976,14.494587703185246
977,11.42456891642078
978,36.554774292409945
979,30.75587533365212
980,18.782049839893133
981,25.29434916092069
982,25.694023566707273
983,13.5938877330396
984,28.858878428653174
985,26.29888295635425
986,12.271725561066178
987,28.13188697546731
988,14.065022526169695
989,36.11765494000467
990,23.495460656406465
991,11.695277277014206
992,23.035040616216204
993,10.223354943414918
994,31.743222577169547
995,13.133197209893503
996,18.94251336046191
997,20.74942921859519
998,25.91424434791655
999,17.8571666807832
